movie id,budget,original language,original title,popularity,release date,revenue,runtime,status,average voting,vote count,genre name,production companies name,production country,production country name,Continent,director_experience_level,is_good,profit,high budget,popularity category
37724,200000000,en,Skyfall,93.004993,10/25/2012,1108561013,143,Released,6.9,7604,Action,Columbia Pictures,GB,United Kingdom,Europe,medium,FALSE,908561013,TRUE,High
558,200000000,en,Spider-Man 2,35.149586,6/25/2004,783766341,127,Released,6.7,4321,Action,Columbia Pictures,US,United States of America,North America,high,FALSE,583766341,TRUE,Medium
68721,200000000,en,Iron Man 3,77.68208,4/18/2013,1215439994,130,Released,6.8,8806,Action,Marvel Studios,CN,China,Asia,low,FALSE,1015439994,TRUE,High
12155,200000000,en,Alice in Wonderland,78.530105,3/3/2010,1025491110,108,Released,6.4,4645,Family,Walt Disney Pictures,US,United States of America,North America,high,FALSE,825491110,TRUE,High
36668,210000000,en,X-Men: The Last Stand,3.857526,5/24/2006,459359555,104,Released,6.3,3525,Adventure,Ingenious Film Partners,CA,Canada,North America,high,FALSE,249359555,TRUE,Low
62211,200000000,en,Monsters University,89.186492,6/20/2013,743559607,104,Released,7,3528,Animation,Walt Disney Pictures,US,United States of America,North America,low,TRUE,543559607,TRUE,High
8373,150000000,en,Transformers: Revenge of the Fallen,21.939663,6/19/2009,836297228,150,Released,6,3138,Science Fiction,Paramount Pictures,US,United States of America,North America,high,FALSE,686297228,TRUE,Low
91314,210000000,en,Transformers: Age of Extinction,116.840296,6/25/2014,1091405097,165,Released,5.8,3095,Science Fiction,Paramount Pictures,US,United States of America,North America,high,FALSE,881405097,TRUE,High
68728,200000000,en,Oz: The Great and Powerful,46.985445,3/7/2013,491868548,130,Released,5.7,3530,Fantasy,Walt Disney Pictures,US,United States of America,North America,high,FALSE,291868548,TRUE,Medium
102382,200000000,en,The Amazing Spider-Man 2,89.270217,4/16/2014,705717432,142,Released,6.5,4179,Action,Columbia Pictures,US,United States of America,North America,low,FALSE,505717432,TRUE,High
20526,170000000,en,TRON: Legacy,73.79505,12/10/2010,400062763,125,Released,6.3,2841,Adventure,Walt Disney Pictures,US,United States of America,North America,low,FALSE,230062763,TRUE,High
49013,200000000,en,Cars 2,49.98659,6/11/2011,559852396,106,Released,5.8,2033,Animation,Walt Disney Pictures,US,United States of America,North America,medium,FALSE,359852396,TRUE,Medium
44912,200000000,en,Green Lantern,51.872839,6/16/2011,219851172,114,Released,5.1,2487,Adventure,De Line Pictures,US,United States of America,North America,medium,FALSE,19851172,TRUE,Medium
10193,200000000,en,Toy Story 3,59.995418,6/16/2010,1066969703,103,Released,7.6,4597,Animation,Walt Disney Pictures,US,United States of America,North America,low,TRUE,866969703,TRUE,Medium
534,200000000,en,Terminator Salvation,71.862892,5/20/2009,371353001,115,Released,5.9,2463,Action,Columbia Pictures,DE,Germany,Europe,medium,FALSE,171353001,TRUE,High
168259,190000000,en,Furious 7,102.322217,4/1/2015,1506249360,137,Released,7.3,4176,Action,Universal Pictures,JP,Japan,Asia,medium,TRUE,1316249360,TRUE,High
72190,200000000,en,World War Z,81.834855,6/20/2013,531865000,116,Released,6.7,5560,Action,Paramount Pictures,US,United States of America,North America,medium,FALSE,331865000,TRUE,High
127585,250000000,en,X-Men: Days of Future Past,118.078691,5/15/2014,747862775,131,Released,7.5,6032,Action,Twentieth Century Fox Film Corporation,GB,United Kingdom,Europe,medium,TRUE,497862775,TRUE,High
54138,190000000,en,Star Trek Into Darkness,78.291018,5/5/2013,467365246,132,Released,7.4,4418,Action,Paramount Pictures,US,United States of America,North America,low,TRUE,277365246,TRUE,High
81005,195000000,en,Jack the Giant Slayer,43.349855,2/27/2013,197687603,114,Released,5.5,2598,Action,New Line Cinema,US,United States of America,North America,medium,FALSE,2687603,TRUE,Medium
64682,105000000,en,The Great Gatsby,61.196071,5/10/2013,351040419,143,Released,7.3,3769,Drama,Village Roadshow Pictures,US,United States of America,North America,low,TRUE,246040419,TRUE,Medium
9543,150000000,en,Prince of Persia: The Sands of Time,62.169881,5/19/2010,335154643,116,Released,6.2,2317,Adventure,Walt Disney Pictures,US,United States of America,North America,medium,FALSE,185154643,TRUE,Medium
68726,180000000,en,Pacific Rim,56.523205,7/11/2013,407602906,131,Released,6.7,4794,Action,Legendary Pictures,US,United States of America,North America,medium,FALSE,227602906,TRUE,Medium
38356,195000000,en,Transformers: Dark of the Moon,28.529607,6/28/2011,1123746996,154,Released,6.1,3299,Action,Paramount Pictures,US,United States of America,North America,high,FALSE,928746996,TRUE,Low
217,185000000,en,Indiana Jones and the Kingdom of the Crystal Skull,75.674458,5/21/2008,786636033,122,Released,5.7,2495,Adventure,Lucasfilm,US,United States of America,North America,high,FALSE,601636033,TRUE,High
105864,175000000,en,The Good Dinosaur,51.692953,11/14/2015,331926147,93,Released,6.6,1736,Adventure,Walt Disney Pictures,US,United States of America,North America,low,FALSE,156926147,TRUE,Medium
62177,185000000,en,Brave,125.114374,6/21/2012,538983207,93,Released,6.7,4641,Animation,Walt Disney Pictures,US,United States of America,North America,low,FALSE,353983207,TRUE,High
188927,185000000,en,Star Trek Beyond,65.352913,7/7/2016,343471816,122,Released,6.6,2568,Action,Paramount Pictures,US,United States of America,North America,medium,FALSE,158471816,TRUE,Medium
10681,180000000,en,WALL·E,66.390712,6/22/2008,521311860,98,Released,7.8,6296,Animation,Walt Disney Pictures,US,United States of America,North America,low,TRUE,341311860,TRUE,High
5174,140000000,en,Rush Hour 3,22.57178,8/8/2007,258022233,91,Released,6.1,783,Action,New Line Cinema,US,United States of America,North America,high,FALSE,118022233,TRUE,Low
14161,200000000,en,2012,45.274225,10/10/2009,769653595,158,Released,5.6,4903,Action,Columbia Pictures,CA,Canada,North America,medium,FALSE,569653595,TRUE,Medium
17979,200000000,en,A Christmas Carol,39.744242,11/4/2009,325233863,96,Released,6.6,1095,Animation,Walt Disney,US,United States of America,North America,high,FALSE,125233863,TRUE,Medium
76757,176000003,en,Jupiter Ascending,85.36908,2/4/2015,183987723,124,Released,5.2,2768,Science Fiction,Village Roadshow Pictures,US,United States of America,North America,medium,FALSE,7987720,TRUE,High
258489,180000000,en,The Legend of Tarzan,42.741719,6/29/2016,356743061,109,Released,5.5,2430,Action,Village Roadshow Pictures,CA,Canada,North America,low,FALSE,176743061,TRUE,Medium
411,180000000,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,12/7/2005,748806957,143,Released,6.7,2629,Adventure,Walt Disney,GB,United Kingdom,Europe,medium,FALSE,568806957,TRUE,High
246655,178000000,en,X-Men: Apocalypse,139.272042,5/18/2016,543934787,144,Released,6.4,4721,Science Fiction,Twentieth Century Fox Film Corporation,US,United States of America,North America,medium,FALSE,365934787,TRUE,High
155,185000000,en,The Dark Knight,187.322927,7/16/2008,1004558444,152,Released,8.2,12002,Drama,DC Comics,GB,United Kingdom,Europe,medium,TRUE,819558444,TRUE,High
14160,175000000,en,Up,92.201962,5/13/2009,735099082,96,Released,7.7,6870,Animation,Pixar Animation Studios,US,United States of America,North America,low,TRUE,560099082,TRUE,High
15512,175000000,en,Monsters vs Aliens,36.167578,3/19/2009,381509870,94,Released,6,1423,Animation,DreamWorks Animation,US,United States of America,North America,low,FALSE,206509870,TRUE,Medium
1726,140000000,en,Iron Man,120.725053,4/30/2008,585174222,126,Released,7.4,8776,Action,Marvel Studios,US,United States of America,North America,medium,TRUE,445174222,TRUE,High
44826,170000000,en,Hugo,32.319043,11/22/2011,185770160,126,Released,7,2141,Adventure,Paramount Pictures,FR,France,Europe,high,TRUE,15770160,TRUE,Low
8487,170000000,en,Wild Wild West,40.748915,6/29/1999,222104681,106,Released,5.1,1020,Action,"Todman, Simon, LeMasters Productions",US,United States of America,North America,medium,FALSE,52104681,TRUE,Medium
1735,145000000,en,The Mummy: Tomb of the Dragon Emperor,60.034162,7/1/2008,401128639,112,Released,5.2,1387,Adventure,Universal Pictures,DE,Germany,Europe,medium,FALSE,256128639,TRUE,Medium
297761,175000000,en,Suicide Squad,90.23792,8/2/2016,745000000,123,Released,5.9,7458,Action,DC Comics,US,United States of America,North America,medium,FALSE,570000000,TRUE,High
2698,175000000,en,Evan Almighty,27.082182,6/9/2007,173000000,96,Released,5.3,1151,Fantasy,Columbia Pictures,US,United States of America,North America,medium,FALSE,-2000000,TRUE,Low
137113,178000000,en,Edge of Tomorrow,79.456485,5/27/2014,370541256,113,Released,7.6,4858,Action,Village Roadshow Pictures,AU,Australia,Oceania,medium,TRUE,192541256,TRUE,High
9804,175000000,en,Waterworld,44.640292,7/28/1995,264218220,135,Released,5.9,992,Adventure,Universal Pictures,US,United States of America,North America,medium,FALSE,89218220,TRUE,Medium
14869,175000000,en,G.I. Joe: The Rise of Cobra,32.852443,8/4/2009,302469017,118,Released,5.6,1962,Adventure,Paramount Pictures,CZ,Czech Republic,,low,FALSE,127469017,TRUE,Low
150540,175000000,en,Inside Out,128.655964,6/9/2015,857611174,94,Released,8,6560,Drama,Walt Disney Pictures,US,United States of America,North America,low,TRUE,682611174,TRUE,High
278927,175000000,en,The Jungle Book,94.199316,4/7/2016,966550600,106,Released,6.7,2892,Family,Walt Disney Pictures,GB,United Kingdom,Europe,medium,FALSE,791550600,TRUE,High
10138,200000000,en,Iron Man 2,77.300194,4/28/2010,623933331,124,Released,6.6,6849,Adventure,Marvel Studios,US,United States of America,North America,medium,FALSE,423933331,TRUE,High
58595,170000000,en,Snow White and the Huntsman,77.178973,5/30/2012,396600000,127,Released,5.8,3118,Adventure,Universal Pictures,US,United States of America,North America,low,FALSE,226600000,TRUE,High
102651,180000000,en,Maleficent,110.620647,5/28/2014,758539785,97,Released,7,4496,Fantasy,Walt Disney Pictures,US,United States of America,North America,low,TRUE,578539785,TRUE,High
119450,170000000,en,Dawn of the Planet of the Apes,243.791743,6/26/2014,710644566,130,Released,7.3,4410,Science Fiction,Ingenious Media,US,United States of America,North America,low,TRUE,540644566,TRUE,High
79698,27000000,en,The Lovers,2.418535,2/13/2015,0,109,Released,4.8,34,Action,Corsan,AU,Australia,Oceania,low,FALSE,-27000000,FALSE,Low
64686,175000000,en,47 Ronin,41.796339,12/6/2013,150962475,119,Released,5.9,1326,Drama,Mid Atlantic Films,US,United States of America,North America,low,FALSE,-24037525,TRUE,Medium
100402,170000000,en,Captain America: The Winter Soldier,72.225265,3/20/2014,714766572,136,Released,7.6,5764,Action,Marvel Studios,US,United States of America,North America,low,TRUE,544766572,TRUE,High
10192,165000000,en,Shrek Forever After,44.041186,5/16/2010,752600867,93,Released,6,1959,Comedy,DreamWorks Animation,US,United States of America,North America,low,FALSE,587600867,TRUE,Medium
158852,190000000,en,Tomorrowland,130.311355,5/19/2015,209154322,130,Released,6.2,2846,Adventure,Walt Disney Pictures,US,United States of America,North America,medium,FALSE,19154322,TRUE,High
177572,165000000,en,Big Hero 6,203.73459,10/24/2014,652105443,102,Released,7.8,6135,Adventure,Walt Disney Pictures,US,United States of America,North America,low,TRUE,487105443,TRUE,High
82690,165000000,en,Wreck-It Ralph,62.341073,11/1/2012,471222889,108,Released,7.1,4570,Family,Walt Disney Animation Studios,US,United States of America,North America,low,TRUE,306222889,TRUE,Medium
5255,165000000,en,The Polar Express,47.323228,11/10/2004,305875730,100,Released,6.4,1474,Adventure,Golden Mean,US,United States of America,North America,high,FALSE,140875730,TRUE,Medium
47933,165000000,en,Independence Day: Resurgence,48.775723,6/22/2016,389681935,120,Released,4.9,2491,Action,Twentieth Century Fox Film Corporation,US,United States of America,North America,medium,FALSE,224681935,TRUE,Medium
10191,165000000,en,How to Train Your Dragon,67.263269,3/5/2010,494878759,98,Released,7.5,4227,Fantasy,DreamWorks Animation,US,United States of America,North America,low,TRUE,329878759,TRUE,High
296,200000000,en,Terminator 3: Rise of the Machines,69.405188,7/2/2003,435000000,109,Released,5.9,2143,Action,Columbia Pictures,DE,Germany,Europe,low,FALSE,235000000,TRUE,High
118340,170000000,en,Guardians of the Galaxy,481.098624,7/30/2014,773328629,121,Released,7.9,9742,Action,Marvel Studios,GB,United Kingdom,Europe,low,TRUE,603328629,TRUE,High
157336,165000000,en,Interstellar,724.247784,11/5/2014,675120017,169,Released,8.1,10867,Adventure,Paramount Pictures,CA,Canada,North America,medium,TRUE,510120017,TRUE,High
27205,160000000,en,Inception,167.58371,7/14/2010,825532764,148,Released,8.1,13752,Action,Legendary Pictures,GB,United Kingdom,Europe,medium,TRUE,665532764,TRUE,High
315011,15000000,ja,シン・ゴジラ,9.476999,7/29/2016,77000000,120,Released,6.5,143,Action,Cine Bazar,JP,Japan,Asia,low,FALSE,62000000,FALSE,Low
49051,250000000,en,The Hobbit: An Unexpected Journey,108.849621,11/26/2012,1021103568,169,Released,7,8297,Adventure,WingNut Films,NZ,New Zealand,Oceania,medium,TRUE,771103568,TRUE,High
9799,38000000,en,The Fast and the Furious,6.909942,6/22/2001,207283925,106,Released,6.6,3428,Action,Universal Pictures,DE,Germany,Europe,medium,FALSE,169283925,FALSE,Low
4922,150000000,en,The Curious Case of Benjamin Button,60.269279,11/24/2008,333932083,166,Released,7.3,3292,Fantasy,Paramount Pictures,US,United States of America,North America,high,TRUE,183932083,TRUE,Medium
49538,160000000,en,X-Men: First Class,3.195174,5/24/2011,353624124,132,Released,7.1,5181,Action,Ingenious Film Partners,US,United States of America,North America,low,TRUE,193624124,TRUE,Low
131634,160000000,en,The Hunger Games: Mockingjay - Part 2,127.284427,11/18/2015,653428261,137,Released,6.6,3984,Action,Studio Babelsberg,DE,Germany,Europe,medium,FALSE,493428261,TRUE,High
27022,150000000,en,The Sorcerer's Apprentice,35.580815,7/13/2010,215283742,109,Released,5.8,1470,Fantasy,Walt Disney Pictures,US,United States of America,North America,medium,FALSE,65283742,TRUE,Medium
503,160000000,en,Poseidon,21.133748,5/12/2006,181674817,99,Released,5.5,583,Adventure,Virtual Studios,US,United States of America,North America,medium,FALSE,21674817,TRUE,Low
241259,170000000,en,Alice Through the Looking Glass,56.268916,5/25/2016,299370084,113,Released,6.5,1725,Fantasy,Walt Disney Pictures,GB,United Kingdom,Europe,low,FALSE,129370084,TRUE,Medium
810,160000000,en,Shrek the Third,42.986467,5/17/2007,798958165,93,Released,6,2278,Fantasy,DreamWorks SKG,US,United States of America,North America,low,FALSE,638958165,TRUE,Medium
68735,160000000,en,Warcraft,63.148529,5/25/2016,433677183,123,Released,6.3,2268,Action,Universal Pictures,CA,Canada,North America,low,FALSE,273677183,TRUE,Medium
87101,155000000,en,Terminator Genisys,202.042635,6/23/2015,440603537,126,Released,5.8,3631,Science Fiction,Paramount Pictures,US,United States of America,North America,low,FALSE,285603537,TRUE,High
10140,155000000,en,The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984,8/13/2010,415686217,113,Released,6.2,1514,Adventure,Dune Entertainment,US,United States of America,North America,medium,FALSE,260686217,TRUE,Medium
676,140000000,en,Pearl Harbor,34.20669,5/21/2001,449220945,183,Released,6.6,1791,History,Jerry Bruckheimer Films,US,United States of America,North America,high,FALSE,309220945,TRUE,Medium
1858,150000000,en,Transformers,25.468493,6/27/2007,709709780,144,Released,6.6,4040,Adventure,Paramount Pictures,US,United States of America,North America,high,FALSE,559709780,TRUE,Low
1966,155000000,en,Alexander,39.019229,11/21/2004,167298192,175,Released,5.6,927,War,France 3 Cinéma,FR,France,Europe,high,FALSE,12298192,TRUE,Medium
675,150000000,en,Harry Potter and the Order of the Phoenix,78.144395,6/28/2007,938212738,138,Released,7.4,5494,Adventure,Warner Bros.,GB,United Kingdom,Europe,low,TRUE,788212738,TRUE,High
674,150000000,en,Harry Potter and the Goblet of Fire,101.250416,11/5/2005,895921036,157,Released,7.5,5608,Adventure,Patalex IV Productions Limited,GB,United Kingdom,Europe,medium,TRUE,745921036,TRUE,High
8960,150000000,en,Hancock,56.758411,7/1/2008,624029371,92,Released,6.2,2961,Fantasy,Columbia Pictures,US,United States of America,North America,medium,FALSE,474029371,TRUE,Medium
6479,150000000,en,I Am Legend,70.867401,12/14/2007,585349010,101,Released,6.9,4853,Drama,Village Roadshow Pictures,US,United States of America,North America,medium,FALSE,435349010,TRUE,High
118,150000000,en,Charlie and the Chocolate Factory,53.905592,7/13/2005,474968763,115,Released,6.7,3624,Adventure,Village Roadshow Pictures,AU,Australia,Oceania,high,FALSE,324968763,TRUE,Medium
2062,150000000,en,Ratatouille,65.677399,6/22/2007,623722818,111,Released,7.5,4369,Animation,Walt Disney Pictures,US,United States of America,North America,medium,TRUE,473722818,TRUE,Medium
272,150000000,en,Batman Begins,115.040024,6/10/2005,374218673,140,Released,7.5,7359,Action,DC Comics,GB,United Kingdom,Europe,medium,TRUE,224218673,TRUE,High
10527,150000000,en,Madagascar: Escape 2 Africa,44.141021,10/30/2008,603900354,89,Released,6.2,1810,Family,DreamWorks Animation,US,United States of America,North America,medium,FALSE,453900354,TRUE,Medium
18360,150000000,en,Night at the Museum: Battle of the Smithsonian,81.781591,5/20/2009,413106170,105,Released,5.9,1971,Adventure,Twentieth Century Fox Film Corporation,US,United States of America,North America,high,FALSE,263106170,TRUE,High
2080,150000000,en,X-Men Origins: Wolverine,5.954334,4/28/2009,373062864,107,Released,6.2,4021,Adventure,Ingenious Film Partners,US,United States of America,North America,low,FALSE,223062864,TRUE,Low
605,150000000,en,The Matrix Revolutions,73.313918,11/5/2003,424988211,129,Released,6.4,3096,Adventure,Village Roadshow Pictures,US,United States of America,North America,medium,FALSE,274988211,TRUE,High
109445,150000000,en,Frozen,165.125366,11/27/2013,1274219009,102,Released,7.3,5295,Animation,Walt Disney Pictures,US,United States of America,North America,low,TRUE,1124219009,TRUE,High
604,150000000,en,The Matrix Reloaded,70.78591,5/15/2003,738599701,138,Released,6.7,3443,Adventure,Village Roadshow Pictures,AU,Australia,Oceania,medium,FALSE,588599701,TRUE,High
76338,170000000,en,Thor: The Dark World,99.499595,10/29/2013,644571402,112,Released,6.8,4755,Action,Marvel Studios,US,United States of America,North America,low,FALSE,474571402,TRUE,High
76341,150000000,en,Mad Max: Fury Road,434.278564,5/13/2015,378858340,120,Released,7.2,9427,Action,Village Roadshow Pictures,AU,Australia,Oceania,medium,TRUE,228858340,TRUE,High
13448,150000000,en,Angels & Demons,67.447636,5/13/2009,356613439,138,Released,6.5,2129,Thriller,Columbia Pictures,IT,Italy,Europe,high,FALSE,206613439,TRUE,High
10195,150000000,en,Thor,86.493424,4/21/2011,449326618,115,Released,6.6,6525,Adventure,Marvel Studios,US,United States of America,North America,medium,FALSE,299326618,TRUE,High
13053,150000000,en,Bolt,41.845878,11/21/2008,309979994,98,Released,6.3,1750,Animation,Walt Disney Animation Studios,US,United States of America,North America,low,FALSE,159979994,TRUE,Medium
19585,150000000,en,G-Force,26.710398,7/21/2009,292817841,88,Released,5.1,510,Fantasy,Walt Disney Pictures,US,United States of America,North America,low,FALSE,142817841,TRUE,Low
57165,150000000,en,Wrath of the Titans,44.927635,3/27/2012,301000000,99,Released,5.5,1431,Adventure,Legendary Pictures,ES,Spain,Europe,medium,FALSE,151000000,TRUE,Medium
62213,150000000,en,Dark Shadows,50.306728,5/8/2012,245527149,113,Released,5.7,2320,Comedy,Village Roadshow Pictures,AU,Australia,Oceania,high,FALSE,95527149,TRUE,Medium
177677,150000000,en,Mission: Impossible - Rogue Nation,114.522237,7/23/2015,682330139,131,Released,7.1,3224,Action,Paramount Pictures,CN,China,Asia,low,TRUE,532330139,TRUE,High
7978,150000000,en,The Wolfman,21.214571,2/11/2010,0,102,Released,5.5,549,Drama,Universal Pictures,US,United States of America,North America,low,FALSE,-150000000,TRUE,Low
5559,150000000,en,Bee Movie,29.332905,10/28/2007,287594577,91,Released,5.7,1171,Family,Pacific Data Images (PDI),US,United States of America,North America,low,FALSE,137594577,TRUE,Low
49444,150000000,en,Kung Fu Panda 2,51.247321,5/25/2011,665692281,91,Released,6.7,1880,Animation,DreamWorks Animation,US,United States of America,North America,low,FALSE,515692281,TRUE,Medium
10196,150000000,en,The Last Airbender,33.769336,6/30/2010,318502923,103,Released,4.7,1151,Action,Paramount Pictures,US,United States of America,North America,medium,FALSE,168502923,TRUE,Low
956,150000000,en,Mission: Impossible III,63.079003,5/3/2006,397850012,126,Released,6.5,2028,Adventure,Paramount Pictures,CN,China,Asia,low,FALSE,247850012,TRUE,Medium
117251,150000000,en,White House Down,39.004588,6/27/2013,205366737,131,Released,6.4,1891,Action,Columbia Pictures,US,United States of America,North America,medium,FALSE,55366737,TRUE,Medium
50321,150000000,en,Mars Needs Moms,12.362599,3/9/2011,38992758,88,Released,5.5,199,Adventure,Walt Disney Animation Studios,US,United States of America,North America,low,FALSE,-111007242,TRUE,Low
11619,149000000,en,Flushed Away,22.550135,10/22/2006,64459316,85,Released,6,874,Adventure,Aardman Animations,GB,United Kingdom,Europe,low,FALSE,-84540684,TRUE,Low
266647,150000000,en,Pan,48.03528,9/24/2015,128388320,111,Released,5.9,954,Adventure,Warner Bros.,US,United States of America,North America,medium,FALSE,-21611680,TRUE,Medium
82703,145000000,en,Mr. Peabody & Sherman,38.73494,2/7/2014,272912430,92,Released,6.7,843,Animation,Pacific Data Images (PDI),US,United States of America,North America,medium,FALSE,127912430,TRUE,Medium
652,175000000,en,Troy,66.803149,5/13/2004,497409852,163,Released,6.9,2759,Adventure,Plan B Entertainment,US,United States of America,North America,medium,FALSE,322409852,TRUE,High
80321,145000000,en,Madagascar 3: Europe's Most Wanted,44.989192,6/6/2012,746921274,93,Released,6.4,1808,Animation,DreamWorks Animation,US,United States of America,North America,medium,FALSE,601921274,TRUE,Medium
36669,140000000,en,Die Another Day,54.159392,11/17/2002,431971116,133,Released,5.8,1092,Adventure,Eon Productions,GB,United Kingdom,Europe,medium,FALSE,291971116,TRUE,Medium
43074,144000000,en,Ghostbusters,66.21806,7/14/2016,229147509,116,Released,5.3,2142,Action,Columbia Pictures,US,United States of America,North America,low,FALSE,85147509,TRUE,High
95,140000000,en,Armageddon,58.485967,7/1/1998,553799566,151,Released,6.4,2482,Action,Jerry Bruckheimer Films,US,United States of America,North America,high,FALSE,413799566,TRUE,Medium
608,140000000,en,Men in Black II,91.332849,7/3/2002,441818803,88,Released,6,3114,Action,Columbia Pictures,US,United States of America,North America,medium,FALSE,301818803,TRUE,High
